"txnID","date","cust","prod","qty","unitcost","country","repID"
1001,"6/20/2021","Erat Pharma","Presterone",300,1.09,"Germany",100
1002,"9/4/2023","Eleifend GMBH","Proxinostat",300,2.23,"Germany",100
1003,"5/20/2022","Plaxus Medical","Diaprogenix",1000,0.04,"Canada",119
1004,"4/25/2023","Eu Dolor Companie","Zalofen",1600,39,"Ecuador",887
1005,"6/26/2022","Plaxus Medical","Clobromizen",1100,1.44,"Canada",119
1006,"8/4/2021","Enim PC","Alaraphosol",1800,0.92,"USA",203
1007,"6/27/2021","Enim PC","Zalofen",900,39,"USA",203
1008,"6/18/2021","Eastern Hospital Group","Colophrazen",1400,1.23,"USA",119
1009,"3/10/2021","Proin Dolor Institut","Clobromizen",200,1.44,"Germany",221
1010,"8/7/2021","Plaxus Medical","Proxinostat",1500,2.23,"Canada",119
1011,"12/20/2023","Luctus Aliquet Plc","Proxinostat",900,2.23,"Brazil",887
1012,"8/6/2020","Eleifend GMBH","Alaraphosol",800,0.92,"Germany",100
1013,"2/5/2021","Barma Krankenhausgesellschaft","Colophrazen",900,1.23,"Austria",655
1014,"5/27/2022","Lorem Luctus","Diaprogenix",1900,0.04,"USA",332
1015,"4/25/2021","Erat Pharma","Alaraphosol",400,0.92,"Germany",100
1016,"9/9/2022","Eleifend GMBH","Gerantrazeophem",1000,1.87,"Germany",100
1017,"7/6/2022","Enim PC","Clobromizen",1400,1.44,"USA",203
1018,"11/19/2022","Pain Management Center","Clobromizen",100,1.44,"USA",332
1019,"11/8/2023","Enim PC","Clobromizen",400,1.44,"USA",203
1020,"2/8/2023","Lorem Luctus","Gerantrazeophem",1900,1.87,"USA",332
1021,"9/20/2022","Pain Management Center","Xipralofen",1200,4.76,"USA",332
1022,"4/23/2020","Eu Dolor Companie","Diaprogenix",100,0.04,"Ecuador",887
1023,"2/19/2022","Eleifend GMBH","Clobromizen",1700,1.44,"Germany",100
1024,"6/16/2021","Proin Dolor Institut","Zalofen",1100,39,"Germany",221
1025,"12/13/2023","Eleifend GMBH","Xinoprozen",1000,2.82,"Germany",100
1026,"2/23/2023","Plaxus Medical","Diaprogenix",1700,0.04,"Canada",119
1027,"7/4/2023","Eu Dolor Companie","Alaraphosol",900,0.92,"Ecuador",887
1028,"9/12/2021","Adipiscing Mauris Inc.","Colophrazen",400,1.23,"USA",203
1029,"3/25/2020","At Pretium LLC","Bhiktarvizem",200,3.87,"USA",332
1030,"10/3/2022","At Pretium LLC","Xipramin",1600,0.72,"USA",332
1031,"6/12/2020","Adipiscing Mauris Inc.","Colophrazen",400,1.23,"USA",203
1032,"2/16/2023","Enim PC","Clobromizen",1100,1.44,"USA",203
1033,"1/14/2022","Lorem Luctus","Gerantrazeophem",1900,1.87,"USA",332
1034,"5/5/2022","Eastern Hospital Group","Colophrazen",500,1.23,"USA",119
1035,"2/14/2021","Adipiscing Mauris Inc.","Xinoprozen",500,2.82,"USA",203
1036,"4/23/2021","Luctus Aliquet Plc","Bhiktarvizem",1300,3.87,"Brazil",887
1037,"1/15/2021","Saude Universal","Clobromizen",1100,1.44,"Brazil",887
1038,"3/2/2021","Varius Plc","Colophrazen",300,1.23,"Brazil",887
1039,"2/9/2020","Eleifend GMBH","Alaraphosol",400,0.92,"Germany",100
1040,"5/26/2022","Erat Pharma","Proxinostat",600,2.23,"Germany",100
1041,"8/10/2021","Barma Krankenhausgesellschaft","Proxinostat",400,2.23,"Austria",655
1042,"5/1/2020","Barma Krankenhausgesellschaft","Colophrazen",1000,1.23,"Austria",655
1043,"2/9/2021","Luctus Aliquet Plc","Diaprogenix",1200,0.04,"Brazil",887
1044,"8/20/2021","At Pretium LLC","Proxinostat",1500,2.23,"USA",332
1045,"11/3/2020","Varius Plc","Presterone",2000,1.09,"Brazil",887
1046,"9/4/2020","Luctus Aliquet Plc","Presterone",200,1.09,"Brazil",887
1047,"11/18/2021","Proin Dolor Institut","Clobromizen",200,1.44,"Germany",221
1048,"3/3/2021","Lorem Luctus","Clobromizen",1400,1.44,"USA",332
1049,"7/27/2022","Eastern Hospital Group","Colophrazen",1800,1.23,"USA",119
1050,"2/13/2021","Lorem Luctus","Xipramin",1400,0.72,"USA",332
1051,"4/24/2020","Luctus Aliquet Plc","Diaprogenix",300,0.04,"Brazil",887
1052,"10/10/2021","Eu Dolor Companie","Presterone",600,1.09,"Ecuador",887
1053,"12/16/2021","Nisl Quisque","Clobromizen",1900,1.44,"Brazil",887
1054,"10/6/2022","At Pretium LLC","Gerantrazeophem",500,1.87,"USA",332
1055,"12/5/2021","Eastern Hospital Group","Gerantrazeophem",1600,1.87,"USA",119
1056,"4/2/2021","Eleifend GMBH","Bhiktarvizem",1000,3.87,"Germany",100
1057,"9/6/2023","Plaxus Medical","Diaprogenix",1200,0.04,"Canada",119
1058,"6/22/2022","Lorem Luctus","Xinoprozen",1700,2.82,"USA",332
1059,"1/8/2022","Barma Krankenhausgesellschaft","Bhiktarvizem",500,3.87,"Austria",655
1060,"2/6/2021","Adipiscing Mauris Inc.","Diaprogenix",900,0.04,"USA",203
1061,"11/4/2023","Eastern Hospital Group","Presterone",700,1.09,"USA",119
1062,"5/8/2020","Lorem Luctus","Xipralofen",1500,4.76,"USA",332
1063,"4/18/2020","Varius Plc","Gerantrazeophem",1400,1.87,"Brazil",887
1064,"9/7/2020","Enim PC","Xinoprozen",900,2.82,"USA",203
1065,"10/22/2022","Eleifend GMBH","Alaraphosol",400,0.92,"Germany",100
1066,"6/10/2021","Eleifend GMBH","Diaprogenix",400,0.04,"Germany",100
1067,"4/6/2021","Proin Dolor Institut","Diaprogenix",1300,0.04,"Germany",221
1068,"8/6/2022","Enim PC","Gerantrazeophem",1500,1.87,"USA",203
1069,"4/19/2021","Nisl Quisque","Xinoprozen",700,2.82,"Brazil",887
1070,"2/2/2023","Luctus Aliquet Plc","Clobromizen",1800,1.44,"Brazil",887
1071,"11/1/2021","Saude Universal","Alaraphosol",1500,0.92,"Brazil",887
1072,"9/17/2022","Eu Dolor Companie","Alaraphosol",1300,0.92,"Ecuador",887
1073,"6/26/2021","Plaxus Medical","Alaraphosol",1000,0.92,"Canada",119
1074,"11/13/2021","Plaxus Medical","Presterone",1200,1.09,"Canada",119
1075,"1/2/2022","Barma Krankenhausgesellschaft","Presterone",1700,1.09,"Austria",655
1076,"11/5/2020","Lorem Luctus","Proxinostat",1400,2.23,"USA",332
1077,"11/24/2022","Luctus Aliquet Plc","Xipramin",1400,0.72,"Brazil",887
1078,"11/14/2021","At Pretium LLC","Alaraphosol",1500,0.92,"USA",332
