"txnID","date","cust","prod","qty","unitcost","country","repID"
1001,"4/13/2021","Enim PC","Presterone",1700,1.09,"USA",203
1002,"11/22/2021","Nisl Quisque","Colophrazen",1200,1.23,"Brazil",887
1003,"6/20/2022","Erat Pharma","Xinoprozen",100,2.82,"Germany",100
1004,"7/10/2023","Eu Dolor Companie","Presterone",900,1.09,"Ecuador",887
1005,"8/4/2022","Plaxus Medical","Alaraphosol",700,0.92,"Canada",119
1006,"6/2/2022","Barma Krankenhausgesellschaft","Alaraphosol",1900,0.92,"Austria",655
1007,"5/6/2023","At Pretium LLC","Gerantrazeophem",300,1.87,"USA",332
1008,"4/23/2021","Eleifend GMBH","Presterone",1500,1.09,"Germany",100
1009,"1/25/2022","Eastern Hospital Group","Proxinostat",300,2.23,"USA",119
1010,"11/28/2022","Plaxus Medical","Alaraphosol",1400,0.92,"Canada",119
1011,"11/11/2023","Adipiscing Mauris Inc.","Diaprogenix",1400,0.04,"USA",203
1012,"2/21/2023","Vitae Risus Incorporated","Gerantrazeophem",500,1.87,"USA",203
1013,"11/12/2023","Plaxus Medical","Xinoprozen",1700,2.82,"Canada",119
1014,"5/5/2023","At Pretium LLC","Colophrazen",500,1.23,"USA",332
1015,"5/19/2023","Adipiscing Mauris Inc.","Clobromizen",1000,1.44,"USA",203
1016,"5/2/2020","Enim PC","Bhiktarvizem",800,3.87,"USA",203
1017,"2/27/2021","Lorem Luctus","Xipralofen",1100,4.76,"USA",332
1018,"8/12/2023","Luctus Aliquet Plc","Clobromizen",1300,1.44,"Brazil",887
1019,"8/8/2023","Luctus Aliquet Plc","Diaprogenix",700,0.04,"Brazil",887
1020,"10/4/2023","Barma Krankenhausgesellschaft","Xipramin",1100,0.72,"Austria",655
1021,"7/21/2021","Adipiscing Mauris Inc.","Xipramin",700,0.72,"USA",203
1022,"5/12/2021","Saude Universal","Colophrazen",1200,1.23,"Brazil",887
1023,"8/23/2020","Eu Dolor Companie","Zalofen",500,39,"Ecuador",887
1024,"8/12/2022","Eu Dolor Companie","Bhiktarvizem",700,3.87,"Ecuador",887
